id,org_id,org_name,campus_id,name,aka,name_long,website,social_media,clli,rencode,npanxx,notes,net_count,ix_count,carrier_count,sales_email,sales_phone,tech_email,tech_phone,available_voltage_services,diverse_serving_substations,property,region_continent,status_dashboard,logo,created,updated,status,address1,address2,city,country,state,zipcode,floor,suite,latitude,longitude,endereco_formatado_cidade_datacenter,latitude_cidade_datacenter,longitude_cidade_datacenter
4028,14380,ADP3 TELECOMUNICACOES LTDA.,,ADP3 TELECOMUNICAÇõES LTDA,,,http://www.adp3telecom.com,"{'service': 'website', 'identifier': 'http://www.adp3telecom.com'}",,,,,0,0,0,,,,,,,,South America,,,2017-05-19T10:43:17Z,2025-09-26T22:49:05Z,ok,"Alameda Santos, 455 - Conj.1512",,São Paulo,BR,SP,01412-000,,,-23.569832,-46.648893,"São Paulo, Brazil",-23.5557714,-46.6395571
4057,17088,GETCARD PROVEDORA DE TRANSACOES ELETRONICAS LTDA,,GetCard DataCenter,,,http://www.getcard.com.br,"{'service': 'website', 'identifier': 'http://www.getcard.com.br'}",,,,,1,0,0,,,,,,,,South America,,,2017-05-24T21:11:19Z,2025-09-26T22:49:08Z,ok,"Av. Advogado Horácio Racanello, 5570",,Maringá,BR,PR,87020-035,,,-23.417927,-51.935533,"Maringá, Paraná, Brazil",-23.4209995,-51.9330558
4127,16931,Ponto a Ponto Telecom do Brasil,,Ponto a Ponto Telecom,,,http://www.ptptelecom.com.br,"{'service': 'website', 'identifier': 'http://www.ptptelecom.com.br'}",,,,,0,0,0,,,,,,,,South America,,,2017-06-13T18:08:40Z,2025-09-26T22:49:17Z,ok,"Av. Perimetral Marechal Deodoro, 392",,Duque de Caxias,BR,RJ,25071-190,,,-22.791224,-43.305848,"Duque de Caxias, Rio de Janeiro, Brazil",-22.7868557,-43.3130887
4162,17339,Matrix Data Center S.A.,,Sba Edge Sao Paulo,,,http://www.matrix.net.br,"{'service': 'website', 'identifier': 'http://www.matrix.net.br'}",,,,,22,2,0,,,,,,,,South America,,,2017-06-23T13:34:29Z,2025-09-26T22:49:21Z,ok,"Rua José Abrantes, 186",,São Paulo,BR,SP,04756-010,,,-23.64713,-46.717466,"São Paulo, Brazil",-23.5557714,-46.6395571
4167,8241,Convex Internet Solutions,,Convex iDC RPO,,,http://www.convex.com.br,"{'service': 'website', 'identifier': 'http://www.convex.com.br'}",,,,,0,0,0,,,,,,,,South America,,,2017-06-27T18:27:31Z,2025-09-26T22:49:22Z,ok,"R. Bernardino de Campos, 1001",,Ribeirão Preto,BR,SP,14015-130,,,-21.185203,-47.808193,"Ribeirao Preto - Ribeirão Preto, São Paulo, Brazil",-21.1694018,-47.8110855
4237,17540,JR & JS ENGENHARIA E COMÉRCIO LTDA,,CMA DATACENTER,,,http://www.cmaconnect.com.br,"{'service': 'website', 'identifier': 'http://www.cmaconnect.com.br'}",,,,,1,0,0,,,,,,,,South America,,,2017-07-24T19:29:17Z,2025-09-26T22:49:25Z,ok,Rua Professor Filadelfo de Azevedo 712,,São Paulo,BR,SP,04508011,,,-23.587767,-46.670654,"São Paulo, Brazil",-23.5557714,-46.6395571
4262,13763,AZAN SERVICOS DE INTERNET,,AZAN BR,,,https://www.azan.com.br,"{'service': 'website', 'identifier': 'https://www.azan.com.br'}",,,,,0,0,0,comercial@azan.com.br,5521966504585.0,gerson@azan.com.br,551140634614.0,,,,South America,,,2017-08-01T03:20:23Z,2025-09-26T22:49:27Z,ok,"Av. Presidente Vargas, 3131, sala 604",Cidade Nova,Rio de Janeiro,BR,RJ,20210-030,,,-22.910096,-43.204366,"Rio de Janeiro, Brazil",-22.9068467,-43.1728965
4309,2,"Equinix, Inc.",,Equinix SP3 - São Paulo,,,https://www.equinix.com/locations/americas-colocation/brazil-colocation/sao-paulo-data-centers/sp3/,"{'service': 'website', 'identifier': 'https://www.equinix.com/locations/americas-colocation/brazil-colocation/sao-paulo-data-centers/sp3/'}",,,,,131,5,9,,,,,,,,South America,,,2017-08-14T19:44:07Z,2025-09-26T22:49:32Z,ok,"Avenida Marcos Penteado de Ulhoa Rodrigues, 249",,Santana de Parnaiba,BR,SP,06543-001,,,-23.466119,-46.863194,"Santana de Parnaíba, São Paulo, Brazil",-23.4447994,-46.9182981
4500,10429,Talklink Informática EIRELI ME,,Talklink Telecom,,,http://www.talklink.com.br,"{'service': 'website', 'identifier': 'http://www.talklink.com.br'}",,,,,1,0,0,,,,,,,,South America,,,2017-10-09T14:24:10Z,2025-09-26T22:49:45Z,ok,"Rua 1, 2187",,Rio Claro,BR,SP,13500-142,,,-22.399747,-47.561748,"Rio Claro, São Paulo, Brazil",-22.4107652,-47.5596215
4720,8595,Sulnet,,SULNET,,SULNET TELECOM,http://www.sulnet.com.br,"{'service': 'website', 'identifier': 'http://www.sulnet.com.br'}",,,,,0,0,0,atendimento@sulnet.com.br,555535208000.0,noc@sulnet.com.br,555535118013.0,,,Owner,South America,,,2017-12-12T11:12:19Z,2026-08-15T11:47:29Z,ok,"Av Tuparendi, 1741",,Santa Rosa,BR,RS,98785-109,,,-27.851024,-54.475754,"Santa Rosa - RS, Brazil",-27.8700347,-54.4797042
4732,14488,FURSINE LTDA,,Fursine,,,http://www.fursine.com.br,"{'service': 'website', 'identifier': 'http://www.fursine.com.br'}",,,,,0,0,0,,,,,,,,South America,,,2017-12-15T17:18:49Z,2025-09-26T22:50:02Z,ok,Atila de Paiva,,Belo Horizonte,BR,MG,30640370,,,,,"Belo Horizonte, Minas Gerais, Brazil",-19.919052,-43.9386685
4816,12765,Alloha Fibra - N/NE,,Giga+ (Alloha Fibra),Mob,DB3 SERVICOS DE TELECOMUNICACOES S.A,https://gigamaisempresas.com.br,"{'service': 'website', 'identifier': 'https://gigamaisempresas.com.br'}",,,,,12,2,1,,,noc-l@alloha.com,558521816299.0,48 VDC,,Owner,South America,,,2018-01-08T18:09:51Z,2025-09-26T22:50:13Z,ok,"Avenida da Abolição, 4140 - Mucuripe",,Fortaleza,BR,CE,60165-082,,,-3.724437,-38.481912,"Fortaleza - Ceará, Brazil",-3.7327203,-38.5270134
4821,9490,DigitalNet MS,,DigitalNet,,,https://www.digitalnetms.com.br/,"{'service': 'website', 'identifier': 'https://www.digitalnetms.com.br/'}",,,,"A DigitalNet é a primeira empresa de Campo Grande no estado do Mato Grosso do sul a implantar um PTT(Ponto de troca de tráfego) privado. Com vários provedores locais já ativamente conectados, o PTT-DigitalNet será um ponto crucial para o avanço tecnológico dos provedores do estado, visando uma melhora significativa na velocidade e no tempo de resposta das conexões de conteúdos interestaduais.",3,0,0,,,,,,,,South America,,,2018-01-09T13:18:33Z,2025-09-26T22:50:13Z,ok,"Rua Salomão Abdalla, 989",,Campo Grande,BR,,79062-700,,,-20.516021,-54.573625,"Campo Grande, Mato Grosso do Sul, Brazil",-20.4648517,-54.6218477
4874,6934,Softdados Telecomunicações,,Softdados IDC,,,http://www.softdados.net,"{'service': 'website', 'identifier': 'http://www.softdados.net'}",,,,,3,0,0,,,,,,,,South America,,,2018-01-27T09:57:42Z,2025-09-26T22:50:18Z,ok,"Av. Antonio Carlos Magalhães, 3244, Edifício Empresarial Thomé de Souza, Sala 603, Caminho das Arvores",,Salvador,BR,BA,41800-700.,,,-12.987901,-38.466893,"Salvador - Bahia, Brazil",-12.9777334,-38.501648
4879,6934,Softdados Telecomunicações,,Softdados IDC at Telxius CLS,,,http://www.softdados.net,"{'service': 'website', 'identifier': 'http://www.softdados.net'}",,,,,3,0,1,,,,,,,,South America,,,2018-01-30T02:11:38Z,2025-09-26T22:50:18Z,ok,"Rua José Augusto Tourinho Dantas, 344",Praia do Flamento,Salvador,BR,BA,41603-110,,,-12.931111,-38.326678,"Salvador - Bahia, Brazil",-12.9777334,-38.501648
4987,8677,Brasil TecPar,,Titania Cuiabá (Brasil TecPar),,,http://www.titania.com.br,"{'service': 'website', 'identifier': 'http://www.titania.com.br'}",,,,,0,1,0,,,,,,,,South America,,,2018-02-28T20:27:00Z,2026-01-31T13:05:30Z,ok,Av. Isaac Póvoas 901 sala 201,,Cuiabá,BR,MT,78065-345,,,-15.594931,-56.102861,"Cuiabá - Coxipó da Ponte, Cuiabá - Mato Grosso, Brazil",-15.5954635,-56.0925824
5067,19361,JORGE LS MARTINS TELECOM INFORMATICA,,JL TELECOM,,,http://www.jltelecom.net,"{'service': 'website', 'identifier': 'http://www.jltelecom.net'}",,,,,0,0,0,,,,,,,,South America,,,2018-03-15T17:55:57Z,2025-09-26T22:50:31Z,ok,"Rua Santo Antônio, São Cristóvão N 39",,Rio de Janeiro,BR,RJ,20921-180,,,-22.88846,-43.229637,"Rio de Janeiro, Brazil",-22.9068467,-43.1728965
5099,8692,DirectWeb Tecnologia em Informatica,,Directweb Tecnologia em Informatica,,,http://www.grupodirectweb.com.br,"{'service': 'website', 'identifier': 'http://www.grupodirectweb.com.br'}",,,,,0,0,0,,,,,,,,South America,,,2018-03-26T17:15:33Z,2025-09-26T22:50:33Z,ok,"Rua Samuel Morse, 74 - Conjunto 43/44",,São Paulo,BR,SP,04576060,,,-23.611259,-46.693928,"São Paulo, Brazil",-23.5557714,-46.6395571
5112,8361,Universal Telecom Ltda.,,Unitelco SP,,,https://www.unitelco.com.br/,"{'service': 'website', 'identifier': 'https://www.unitelco.com.br/'}",,,,,0,0,0,noc@unitelco.com.br,551127200100.0,analistas@unitelco.com.br,551127200100.0,,,,South America,,,2018-03-27T17:19:41Z,2025-09-26T22:50:34Z,ok,"Avenida Paulista, 2444, 17 andar, Cj. 171",Bela Vista,São Paulo,BR,SP,01310-300,,,-23.555945,-46.662103,"São Paulo, Brazil",-23.5557714,-46.6395571
5129,30098,BR.Digital,,BR.Digital Florianópolis (FNS1),,BR.Digital,https://br.digital/,"{'service': 'website', 'identifier': 'https://br.digital/'}",,,,,12,1,1,comercial@br.digital,,,,48 VDC; 400 VAC; 480 VAC,,,South America,,,2018-04-02T17:37:20Z,2025-10-24T21:20:56Z,ok,"Av. Patrício Caldeira de Andrada, 1286 - Capoeiras",,Florianópolis,BR,SC,88085-150,,,-27.600777,-48.593791,"Florianópolis, Santa Catarina, Brazil",-27.5968578,-48.5468118
5130,30098,BR.Digital,,BR.Digital Brasília (BSA2),,BR.Digital,https://br.digital/,"{'service': 'website', 'identifier': 'https://br.digital/'}",,,,,9,1,1,comercial@br.digital,,,,48 VDC; 400 VAC; 480 VAC,,,South America,,,2018-04-02T17:39:06Z,2025-10-24T21:13:12Z,ok,SIBS - QD.2 - CJ. E LOTE02,,Brasília,BR,DF,71736-205,,,-15.645722,-47.768717,"Brasília - Brasilia, Brasília - Federal District, Brazil",-15.7975154,-47.89188739999999
5131,30098,BR.Digital,,BR.Digital Curitiba (CTA1),,BR.Digital,https://br.digital/,"{'service': 'website', 'identifier': 'https://br.digital/'}",,,,,24,2,4,comercial@br.digital,,,,48 VDC; 400 VAC; 480 VAC,,,South America,,,2018-04-02T17:40:30Z,2025-10-24T21:14:51Z,ok,"Rua Prof. Rubens Elke Braga, 107 - Parolin",,Curitiba,BR,PR,80220-320,,,-25.459116,-49.259552,"Curitiba, Paraná, Brazil",-25.4268985,-49.2651984
5132,30098,BR.Digital,,BR.Digital São Paulo (SPO1),,,https://br.digital/,"{'service': 'website', 'identifier': 'https://br.digital/'}",,,,,26,1,2,,,,,,,,South America,,,2018-04-02T17:41:37Z,2025-09-26T22:50:35Z,ok,"Rua Flórida, 1738 / 2o andar",,São Paulo,BR,SP,04565-001,,,-23.607136,-46.694609,"São Paulo, Brazil",-23.5557714,-46.6395571
5133,30098,BR.Digital,,BR.Digital Fortaleza (FLA1),,,https://br.digital/,"{'service': 'website', 'identifier': 'https://br.digital/'}",,,,,28,1,2,,,,,,,,South America,,,2018-04-02T17:42:25Z,2025-09-26T22:50:36Z,ok,"Rua Dr. Ratisbona, 75",,Fortaleza,BR,CE,60411-220,,,-3.752937,-38.528399,"Fortaleza - Ceará, Brazil",-3.7327203,-38.5270134
5134,30098,BR.Digital,,BR.Digital Salvador (SDR1),,,https://br.digital/,"{'service': 'website', 'identifier': 'https://br.digital/'}",,,,,9,1,1,,,,,,,,South America,,,2018-04-02T17:43:52Z,2025-09-26T22:50:36Z,ok,"Av. Tancredo Neves, 1632",,Salvador,BR,BA,41820-020,,,-12.983643,-38.453709,"Salvador - Bahia, Brazil",-12.9777334,-38.501648
5135,30098,BR.Digital,,BR.Digital Rio de Janeiro (RJO1),,,https://br.digital/,"{'service': 'website', 'identifier': 'https://br.digital/'}",,,,,12,1,2,,,,,,,,South America,,,2018-04-02T17:44:53Z,2025-09-26T22:50:36Z,ok,"Av. Pres. Vargas, 3131 / 12o andar",,Rio de Janeiro,BR,RJ,20210-030,,,-22.909934,-43.204366,"Rio de Janeiro, Brazil",-22.9068467,-43.1728965
5140,7838,Ascenty DataCenters e Telecom,,Ascenty FTZ01 - Fortaleza,,,https://www.ascenty.com/data-centers/ceara/fortaleza-1/,"{'service': 'website', 'identifier': 'https://www.ascenty.com/data-centers/ceara/fortaleza-1/'}",,,,,55,2,3,,,,,,,,South America,,,2018-04-03T13:43:23Z,2026-02-20T20:15:51Z,ok,"TV. Francisco Marrocos Portela, 1161 Sl. 01, Alto Alegre I",,Maracanaú,BR,,61922-120,,,-3.830803,-38.611253,"Maracanaú, CE, Brazil",-3.8682838,-38.6264568
5172,19575,Hiway Internet,,Hiway Internet,,,http://www.hiway.com.br,"{'service': 'website', 'identifier': 'http://www.hiway.com.br'}",,,,,0,0,0,,,,,,,,South America,,,2018-04-06T12:14:00Z,2025-09-26T22:50:39Z,ok,"R Treze de Maio, 133",Sala 11,Valinhos,BR,SP,13270-020,,,-22.970011,-46.995886,"Valinhos - São Paulo, Brazil",-22.9691285,-46.9958196
5176,18207,ELETRONET S.A.,,Eletronet - Fortaleza,,,https://eletronet.com,"{'service': 'website', 'identifier': 'https://eletronet.com'}",,,,,7,1,1,,,,,48 VDC; 480 VAC,,,South America,,,2018-04-06T15:17:14Z,2026-04-27T11:04:28Z,ok,"Av. Presidente Costa e Silva, 4677",,Fortaleza,BR,CE,60862-515,,,-3.826032,-38.539102,"Fortaleza - Ceará, Brazil",-3.7327203,-38.5270134
5210,2243,HostDime,,HostDime JPA Brazil DataCenter,Horizon,,https://www.hostdime.com/brazil-data-centers/,"{'service': 'website', 'identifier': 'https://www.hostdime.com/brazil-data-centers/'}",,,,,9,1,1,dcis.team@hostdime.com,14077561126.0,network@hostdime.com,14077561126.0,,True,Owner,South America,,,2018-04-13T18:16:25Z,2025-09-26T22:50:42Z,ok,"Av. São Paulo, 1223",,Joao Pessoa,BR,,58030-040,,,-7.117382,-34.856902,"João Pessoa, Paraíba, Brazil",-7.118835199999999,-34.8814339
5213,13862,TELY Ltda.,,Tely Joao Pessoa,,,http://www.tely.com.br,"{'service': 'website', 'identifier': 'http://www.tely.com.br'}",,,,,5,0,0,,,,,,,,South America,,,2018-04-13T18:51:13Z,2025-09-26T22:50:42Z,ok,R. Dep. Odon Bezerra 184,,Joao Pessoa,BR,PB,58020500,,,-7.115734,-34.879869,"João Pessoa, Paraíba, Brazil",-7.118835199999999,-34.8814339
5226,12216,Scala Data Centers,,Scala Data Centers SGRUTB01,,,https://scaladatacenters.com/,"{'service': 'website', 'identifier': 'https://scaladatacenters.com/'}",,,,,16,2,1,presales@scaladatacenters.com,,l-commandcenter-sd@scaladatacenters.com,,,,Owner,South America,,,2018-04-17T20:01:26Z,2025-09-26T22:50:44Z,ok,Av. Ceci 1850,Tamboré,Barueri,BR,SP,01202-000,,,-23.49497,-46.811305,"Barueri - São Paulo, Brazil",-23.5035038,-46.8785555
5227,7015,Ufinet Brasil RJ S.A.,,Datacenter UFINET BRASIL (Novo Teleporto),,,http://www.nbtelecom.com.br,"{'service': 'website', 'identifier': 'http://www.nbtelecom.com.br'}",,,,"New Teleport NB Telecom Datacenter in Rio de Janeiro, a hub for operators and ISP that connect all datacenters in Rio de Janeiro and the most important Internet Exchanges in the world.",20,1,0,vendas.br@ufinet.com,551130808900.0,peering.br@ufinet.com,,,,,South America,,,2018-04-17T20:10:03Z,2025-09-26T22:50:44Z,ok,"Rua José Eugenio, 29 - São Cristovão",,Rio de Janeiro,BR,RJ,20941-140,,,-22.908312,-43.221504,"Rio de Janeiro, Brazil",-22.9068467,-43.1728965
5254,1745,Durand do Brasil Ltda,,Durand Pix - Globenet RJ,,,http://www.durand.com.br,"{'service': 'website', 'identifier': 'http://www.durand.com.br'}",,,,,32,2,2,,,,,,,,South America,,,2018-04-23T00:22:59Z,2025-09-26T22:50:47Z,ok,Estrada dos Bandeirantes 12742,,Rio de Janeiro,BR,SP,22783-415,,,-23.003748,-44.537674,"Rio de Janeiro, Brazil",-22.9068467,-43.1728965
5258,8938,ASSOCIAÇÃO NACIONAL PARA INCLUSÃO DIGITAL - ANID,,PIX ANID - João Pessoa,,,http://www.anid.org.br,"{'service': 'website', 'identifier': 'http://www.anid.org.br'}",,,,,4,1,0,,,,,,,,South America,,,2018-04-23T15:27:34Z,2025-09-26T22:50:47Z,ok,"Av. Piauí, 207 Bairro dos Estados",,Joao Pessoa,BR,PB,58030-330,,,-7.117801,-34.85349,"João Pessoa, Paraíba, Brazil",-7.118835199999999,-34.8814339
5259,8938,ASSOCIAÇÃO NACIONAL PARA INCLUSÃO DIGITAL - ANID,,PIX ANID - Campina Grande,,,http://www.anid.org.br,"{'service': 'website', 'identifier': 'http://www.anid.org.br'}",,,,,8,1,0,,,,,,,,South America,,,2018-04-23T15:34:39Z,2025-09-26T22:50:47Z,ok,"R.  Ferroviária S/N , Quarenta",,Campina Grande,BR,PB,58416-195,,,,,"Campina Grande, Paraíba, Brazil",-7.2206167,-35.8888328
5260,8841,Internet by Sercomtel S.A.,,Internet by Sercomtel S.A.,,,http://www.sercomtel.com.br,"{'service': 'website', 'identifier': 'http://www.sercomtel.com.br'}",,,,,3,1,0,,,,,,,,South America,,,2018-04-23T18:25:39Z,2025-09-26T22:50:48Z,ok,Rua Prof. João Candido 555,,Londrina,BR,PR,86010-000,,,-23.313586,-51.161235,"Londrina, Paraná, Brazil",-23.3197305,-51.1662008
5263,19573,Linhares Serviços Online LTDA EPP,,Linhares Serviços Online LTDA EPP,,,http://www.linharesonline.com.br/,"{'service': 'website', 'identifier': 'http://www.linharesonline.com.br/'}",,,,,0,0,0,,,,,,,,South America,,,2018-04-23T20:44:43Z,2025-09-26T22:50:48Z,ok,"Avenida Governador Jones dos Santos Neves, n° 1083, bairro Centro",,Linhares,BR,ES,29900-033,,,-19.399828,-40.067775,"Linhares - Espírito Santo, Brazil",-19.3990168,-40.0653465
5273,8677,Brasil TecPar,,LVT Novo Hamburgo (Brasil TecPar),,,http://lvttelecom.com.br,"{'service': 'website', 'identifier': 'http://lvttelecom.com.br'}",,,,,2,1,0,,,,,,,,South America,,,2018-04-24T16:57:02Z,2026-01-31T13:04:44Z,ok,"Rua Gomes Portinho, 17",,Novo Hamburgo,BR,RS,93510-360,,,-29.686585,-51.129226,"Novo Hamburgo - RS, Brazil",-29.6834874,-51.13375749999999
5277,2374,FasterNet,,Desktop Campinas,,,http://www.fasternet.com.br/,"{'service': 'website', 'identifier': 'http://www.fasternet.com.br/'}",,,,,3,1,0,,,,,,,,South America,,,2018-04-25T13:46:04Z,2026-03-03T13:44:19Z,ok,"Rua Conceição, 233 - Sala 2713",,Campinas,BR,SP,13010-050,,,-22.904245,-47.057493,"Campinas - São Paulo, Brazil",-22.9050824,-47.0613327
5304,42376,Tecto Data Centers,186.0,Tecto TFOR1/2 (ex Globenet CLS & Big Lobster),,,https://tecto.com/,"{'service': 'website', 'identifier': 'https://tecto.com/'}",,,,,116,2,11,tito.costa@tecto.com,5521982673003.0,tito.costa@tecto.com,5521982673003.0,,,Owner,South America,,,2018-05-01T21:33:10Z,2026-08-04T13:23:06Z,ok,Rua Raimundo Esteves 333,Praia do Futuro,Fortaleza,BR,CE,60182-330,,,-3.734787,-38.458008,"Fortaleza - Ceará, Brazil",-3.7327203,-38.5270134
5327,7146,PoP-SC/RNP,,RNP/POP-SC,,,http://ix.br/adesao/sc/,"{'service': 'website', 'identifier': 'http://ix.br/adesao/sc/'}",,,,,3,1,0,,,,,,,,South America,,,2018-05-08T19:24:10Z,2025-09-26T22:50:53Z,ok,Universidade Federal de Santa Catarina,Campus Universitário - Trindade - PoP-SC/RNP,Florianópolis,BR,SC,88040900,,,-27.600595,-48.519641,"Florianópolis, Santa Catarina, Brazil",-27.5968578,-48.5468118
5340,10130,Universidade Estadual de Maringá - UEM,,Universidade Estadual de Maringá,,,http://ix.br/adesao/mgf,"{'service': 'website', 'identifier': 'http://ix.br/adesao/mgf'}",,,,,6,1,0,,,,,,,,South America,,,2018-05-11T18:32:44Z,2025-09-26T22:50:54Z,ok,"Av. Colombo, 5790",bloco P03-NPD,Maringá,BR,PR,87020-900,,,-23.404718,-51.939992,"Maringá, Paraná, Brazil",-23.4209995,-51.9330558
5345,10399,SmartSat,,SMART NETWORKS,,,http://www.smart.net.br/,"{'service': 'website', 'identifier': 'http://www.smart.net.br/'}",,,,,2,1,0,,,,,,,,South America,,,2018-05-14T12:02:57Z,2025-09-26T22:50:54Z,ok,"Rua da Soledade, 293 | Boa Vista Recife - PE","Rua Domingos José Martins, 75 Sl. 102 Recife - PE",Recife,BR,PE,50070-040,,,-8.057746,-34.890139,"Recife, Pernambuco, Brazil",-8.0578381,-34.8828969
5349,14143,WIKI TELECOMUNICACOES,,Wiki Telecom,,,http://www.wikitelecom.com.br,"{'service': 'website', 'identifier': 'http://www.wikitelecom.com.br'}",,,,,6,1,0,,,,,,,,South America,,,2018-05-15T13:44:25Z,2025-09-26T22:50:55Z,ok,"Av Daniel de La Touche, Edifício Mocelin Tower, 1 Andar",,São Luis,BR,MA,65074115,,,-2.507399,-44.241686,"São Luís, Maranhão, Brazil",-2.5306721,-44.2988947
5350,8123,IFTNET Telecom,,IFTNET Telecom,,,http://www.iftnet.com.br,"{'service': 'website', 'identifier': 'http://www.iftnet.com.br'}",,,,,3,0,0,,,,,,,,South America,,,2018-05-15T17:51:38Z,2025-09-26T22:50:55Z,ok,"Rua Jorge Tibiriça, 2728 - 10º Andar",,São José do Rio Preto,BR,SP,15015-050,,,-20.809693,-49.382787,"São José do Rio Preto - São Paulo, Brazil",-20.8126993,-49.37653719999999
5375,31448,Elea Data Centers,,Elea RJO1 - Rio de Janeiro,ELEA RJO1,,https://eleadatacenters.com/datacenters/rjo1-rio-de-janeiro/,"{'service': 'website', 'identifier': 'https://eleadatacenters.com/datacenters/rjo1-rio-de-janeiro/'}",,,,,35,3,2,comercial@eleadatacenters.com,,ipadmin@eleadatacenters.com,,480 VAC,,,South America,,,2018-05-23T20:38:51Z,2025-09-26T22:50:57Z,ok,"Rua Vargem Grande, 100 - Jacarepaguá",,Rio de Janeiro,BR,RJ,22775-020,,,,,"Rio de Janeiro, Brazil",-22.9068467,-43.1728965
5386,9545,MATRIX INTERNET S.A.,,DC MATRIX INTERNET S.A,,,http://matrix.net.br,"{'service': 'website', 'identifier': 'http://matrix.net.br'}",,,,,31,1,0,,,,,,,,South America,,,2018-05-24T19:49:31Z,2025-09-26T22:50:58Z,ok,Rua José Abrantes 186,,São Paulo,BR,SP,04.756-010,,,-23.646549,-46.717418,"São Paulo, Brazil",-23.5557714,-46.6395571
5391,2639,ITS Telecomunicações Ltda,,ITS Telecomunicacoes Datacenter LIZ,,,http://www.itsbrasil.net/,"{'service': 'website', 'identifier': 'http://www.itsbrasil.net/'}",,,,,1,0,0,comercial@itsbrasil.net,,redes@itsbrasil.net,,,,,South America,,,2018-05-25T21:39:46Z,2025-09-26T22:50:58Z,ok,"Rua Soldado Luiz Gonzaga das Virgens, 111, Edf.Liz Corporate, 5 Andar",Caminho das Arvores,Salvador,BR,BA,41820-560,,,-12.98001,-38.451805,"Salvador - Bahia, Brazil",-12.9777334,-38.501648
5392,2639,ITS Telecomunicações Ltda,,ITS Telecomunicacoes Datacenter RED,,,http://www.itsbrasil.net,"{'service': 'website', 'identifier': 'http://www.itsbrasil.net'}",,,,,1,0,0,,,,,,,,South America,,,2018-05-25T21:44:30Z,2025-09-26T22:50:58Z,ok,"Av. Tancredo Neves, 2421",Caminho das Árvores,Salvador,BR,BA,41820-020,,,-12.979707,-38.451433,"Salvador - Bahia, Brazil",-12.9777334,-38.501648
5408,19193,ETH TELECOM,,ETH TELECOM Curitiba,,,http://www.ethtelecom.com.br/,"{'service': 'website', 'identifier': 'http://www.ethtelecom.com.br/'}",,,,,4,0,0,,,,,,,,South America,,,2018-05-30T22:15:06Z,2025-09-26T22:50:59Z,ok,"Rua XV de Novembro, 1234, Centro",,Curitiba,BR,PR,80060000,,,-25.427602,-49.262342,"Curitiba, Paraná, Brazil",-25.4268985,-49.2651984
5422,4855,G8,,PIX G8 Aracaju,,,http://www.g8.net.br,"{'service': 'website', 'identifier': 'http://www.g8.net.br'}",,,,,1,0,0,,,,,,,,South America,,,2018-06-02T20:57:59Z,2025-09-26T22:51:01Z,ok,"R. Pacatuba, 254 - Centro",Edifício Paulo Figueiredo,Aracaju,BR,SE,49010-150,,,-10.916334,-37.049252,"Aracaju, Sergipe, Brazil",-10.9265404,-37.0731147
5453,2130,Alares Internet,,Alares - Natal,,,https://www.cabotelecom.com.br,"{'service': 'website', 'identifier': 'https://www.cabotelecom.com.br'}",,,,,3,1,0,,,,,,,,South America,,,2018-06-08T16:50:49Z,2025-09-26T22:51:04Z,ok,"Rua Sen. Jose Ferreira de Souza, 1916 Candelaria",,Natal,BR,RN,59064-520,,,-5.837234,-35.213804,"Natal, Rio Grande do Norte, Brazil",-5.7841695,-35.1999708
5460,14334,rodrigo przybycien,,ELITE DIGITAL,,,http://www.elitedigital.com.br,"{'service': 'website', 'identifier': 'http://www.elitedigital.com.br'}",,,,,1,0,0,,,,,,,,South America,,,2018-06-09T00:00:34Z,2025-09-26T22:51:04Z,ok,"R. Agostinho Zaninelli, 487 Boa vista",,Curitiba,BR,PR,82560-240,,,-25.379879,-49.254358,"Curitiba, Paraná, Brazil",-25.4268985,-49.2651984
5533,8873,Mundivox do Brasil Ltda,,Mundivox do Brasil,17222,,http://www.mundivox.com,"{'service': 'website', 'identifier': 'http://www.mundivox.com'}",,,,,1,1,0,wholesale@mundivox.com,,engenhariaip@mundivox.com,552135530031.0,480 VAC,True,Owner,South America,,,2018-07-06T01:04:58Z,2025-09-26T22:51:12Z,ok,"Rua Sete de Setembro, 111",,Rio de Janeiro,BR,RJ,20050-901,13º andar,,-22.905545,-43.178268,"Rio de Janeiro, Brazil",-22.9068467,-43.1728965
5560,20426,NOVACIA TECNOLOGIA E TELECOMUNICACOES LTDA,,Novácia,,,http://www.novaciaidc.com.br,"{'service': 'website', 'identifier': 'http://www.novaciaidc.com.br'}",,,,,0,0,0,comercial@novaciaidc.com.br,556133616909.0,suporte@novaciaidc.com.br,556133616909.0,,,,South America,,,2018-07-17T19:31:11Z,2025-09-26T22:51:14Z,ok,SCIA QD 12 CONJ 1 LOTE 17,,Brasília,BR,,71250410,,,-15.708744,-47.914304,"Brasília - Brasilia, Brasília - Federal District, Brazil",-15.7975154,-47.89188739999999
5585,8548,Fox Telecomunicação e Internet LTDA.,,Fox Telecomunicação & Internet Ltda.,,,http://www.fox.com.br,"{'service': 'website', 'identifier': 'http://www.fox.com.br'}",,,,,0,0,0,,,,,,,,South America,,,2018-07-26T12:44:14Z,2025-09-26T22:51:16Z,ok,"R. Moreira Cesar, 67",,Jundiai,BR,SP,113202-600,,,-23.198458,-46.874442,"Jundiaí - Região Metropolitana de Jundiaí, Jundiaí - São Paulo, Brazil",-23.1856528,-46.8892222
